Data_ID,User_ID,Gender,Age,MBTI,Q_number,Answer
3439,58,0,40,ESTJ,19,"<no>  have so many interests that I'm running out of time, but I don't know what to do next. It's because it goes according to plan."
3440,58,0,40,ESTJ,20,"<no>  I do worry about things going wrong, but not often. Rather than worrying, I tend to try to come up with countermeasures in case things go wrong."
3441,58,0,40,ESTJ,21,"<no>  Being a leader in a group is challenging but rewarding. At university, I served as the head of department and the chairman of Dongiri."
3442,58,0,40,ESTJ,22,"<Yes>  I think I have very little talent as well as an artistic inclination. Ever since I was in school, I had no interest in arts and sports, and my grades were not good."
3443,58,0,40,ESTJ,23,<Yes>  The world would be a better place if people valued reason over emotion. I think the current world came about because I did emotionally wrong things.
3444,58,0,40,ESTJ,24,"<Yes> If I take a break before I finish my chores, I don't think I'll feel properly rested. I think you can take a proper break if you finish what you have to do first and take a break."
3445,58,0,40,ESTJ,25,"<no>  I don't enjoy watching other people's arguments. Rather, I think it's pathetic. I think it's unproductive and wasteful."
3446,58,0,40,ESTJ,26,<Yes>  I'm not the type to deliberately try to get other people's attention. I usually do my own thing without being noticed.
3447,58,0,40,ESTJ,27,"<no>  Emotions aren't always the same, but I'm not a style where emotions change very quickly. There are many times when the feelings that morning are the same throughout the day."
3448,58,0,40,ESTJ,28,"<Yes>  I get annoyed when I see family members who stare at their phones all day, not people like me who make plans and work hard for the future."
3449,58,0,40,ESTJ,29,"<Yes> Usually, there are many times when I put things off until the last minute to get things done. There are times when you don't have enough time or you have to worry until the last minute."
3450,58,0,40,ESTJ,30,<no>  I tend to believe that there is an afterlife. But I don't think the question of the afterlife is interesting. Just thinking about the real world is daunting.
3451,58,0,40,ESTJ,31,"<no>  I prefer to spend time alone. When I study or exercise, I feel more comfortable alone than with other people."
3452,58,0,40,ESTJ,32,<Yes>  I think theory-centered discussions or principled stories are boring. I think specific and realistic stories are more interesting.
3453,58,0,40,ESTJ,33,<no>  I don't think it's easy to form a consensus with someone from a completely different background than mine.
3454,58,0,40,ESTJ,34,"<Yes>  If I have to make a decision, I tend to put it off until the very end and think about it until the end."
3455,58,0,40,ESTJ,35,"<Yes>  If it's an irreversible decision, I tend to try not to think about the decision I've already made."
3456,58,0,40,ESTJ,36,"<no>  I rarely unwind after a week, but I prefer to unwind with time alone rather than fun parties and events."
3457,58,0,40,ESTJ,37,<no>  I am not interested in artistic works. That's why I don't like going to art galleries.
3458,58,0,40,ESTJ,38,"<neutrality>  I guess it depends on the situation. If I feel that other people's feelings are similar to mine, I will understand them, and not vice versa."
3459,58,0,40,ESTJ,39,<Yes>  I'm the type to plan what I'm going to do every day in advance and act according to that plan. Both personal and corporate work.
3460,58,0,40,ESTJ,40,"<neutrality> There are times when I feel insecure, but I don't think I feel that often. I think it's a natural personality and it's a personality that was formed naturally as I grew up."
3461,58,0,40,ESTJ,41,"<no>  If it's something that needs to be resolved by talking on the phone, I'm not the type to deliberately avoid it. If it's something that can only be solved by bumping into it, then bump into it."
3462,58,0,40,ESTJ,42,"<no>  Just because I have a very different opinion, I don't take the time to understand it. I tend to just give up."
3463,58,0,40,ESTJ,43,"<Yes>  Most of the time, I contact my friends first and set up a schedule. So my friends rarely contact me first."
3464,58,0,40,ESTJ,44,"<Yes>  If there is a setback in the plan, I tend to try to revise the plan according to the variable that occurred. For example, if someone else's schedule changes, I reschedule to fit that schedule."
3465,58,0,40,ESTJ,45,"<Yes>  often regret mistakes made a long time ago. If I had studied harder at that time, if I had married someone else at that time, I often regret things."
3466,58,0,40,ESTJ,46,<Yes>  I tend to focus more on practical issues. That's why I'm not interested in the essential human existence and the reason for living.
3467,58,0,40,ESTJ,47,"<no>  Rather than being swayed by emotions, I tend to try to control them. I guess people around me think that way too."
3468,58,0,40,ESTJ,48,"<neutrality>  think it depends on the situation. Even if it's clearly the other person's fault, if it's necessary to save face, I'm the type to help make it happen."
3481,59,1,40,INFJ,1,"<no>  When a situation arises, I can create it, but I don't deliberately create a situation first. There is no particular reason."
3482,59,1,40,INFJ,2,"<Yes> Because of my uncertain thoughts about the future, I find a job rather than a hobby or an activity that can remain as income. Since I am older, I tend to focus on studying to prepare for old age."
3483,59,1,40,INFJ,3,"<Yes>  When I see other people crying, there are many times when I am crying with them without even realizing it. Rather than because of a certain situation, it seems that there are many times when the person's expression or emotion at that moment strikes a chord."
3484,59,1,40,INFJ,4,"<Yes>  When I think about it, I think I tend to think a lot about the number of cases of success and failure. I think I have a personality that requires a lot of time, but it's not always like that.. It's because I don't want to create a situation where I'm disappointed in myself."
3485,59,1,40,INFJ,5,"<no>  tend to maintain it, but I think the difference between the level of maintenance between work and work at home is a bit different. At work, even if I get involved in bad things with customers, my colleagues often don't know how I feel, but at home, I'm too much. I don't think it's a style that explodes easily."
3486,59,1,40,INFJ,6,"<Yes>  I'd rather talk to someone I already know than to someone new at a party or event. The reason seems to be because the new environment itself is stressful, so conversations with people you already know can be a little less stressful."
3487,59,1,40,INFJ,7,"<neutrality>  I think it's a little different depending on the situation. I am neutral because I think that while there are projects that I think can be started even when I am anxious and nervous, there are some projects that I think can be started only when one is finished."
3488,59,1,40,INFJ,8,"<Yes>  seem to be on the fast side with a lot of empathy for my feelings and others. I tend to assimilate well to sad or happy situations and have a lot of thoughts, so I have a lot of tears and laughter."
3489,59,1,40,INFJ,9,"<Yes>  I tend to use my cell phone, computer, and notepad a lot. I try not to forget or miss anything, mainly using a lot of phone apps or tablets."
3490,59,1,40,INFJ,10,"<Yes>  A while ago, a customer told me badly that the contract was extended to 20 years. Even though it has already been 8 years since the contract was signed, rather than thinking that the customer misremembered, I took out all the old data and looked it up to see if there was anything I misunderstood, and pondered all night. have done Of course, even though I know I didn't ask for a 20-year contract, I think there's a loophole I made, so I look back on the whole situation."
3491,59,1,40,INFJ,11,<no>  I think it's difficult for me to approach and start a conversation with someone I'm interested in. It's not slow and easy because I do a lot of research before approaching to find out if there are many common interests or conversations that can continue with me.
3492,59,1,40,INFJ,12,"<Yes>  It's a field I don't know well, and it's good to learn a field I don't know, but since I'm not interested, I can't hear it, so I can't concentrate."
3493,59,1,40,INFJ,13,<neutrality>  It seems different from time to time. It depends on the situation and I think people who know me judge me differently depending on where they know me.
3494,59,1,40,INFJ,14,"<no>  I don't like unexpected situations or impromptu things during the day. It can be interesting when something unexpected happens, but I don't like to mess with my schedule because there were a lot more tiring situations."
3495,59,1,40,INFJ,15,"<no> It may be different from time to time to other people, but I tend to think about how I look. I don't know if there is really no point of contact after seeing it once, but other than that, I tend to think that there is a relationship that can overlap somewhere, so I pay attention. Since I met a lot of people professionally, I basically thought a lot about what they would think of me when I wasn't there."
3496,59,1,40,INFJ,16,"<no>  It seems that there is no other way to participate in group activities other than company work. Because I am busy in reality, I do not participate in special group activities. I have an idea to do it, but it doesn't work."
3497,59,1,40,INFJ,17,"<Yes>  I tend to like content with an open ending that allows you to imagine. Even if there is an ending, I often imagine the story to myself after that. Recently, the Chinese drama ""Cha Si Tianhe"" ended with the main character leaving the throne and living with two people in the mountains, but I imagined the aftermath alone."
3498,59,1,40,INFJ,18,"<no> In the past, I thought that if I helped others succeed, I could succeed as well, but I think it's right that I prioritize myself, perhaps because I'm older. These days, I have a lot of thoughts that I have to succeed, so it's hard to find satisfaction in that kind of work."
3499,59,1,40,INFJ,19,"<Yes>  want to prepare for various certifications, but I couldn't prioritize my interests on what to do first, so I bought a workbook each related to the certifications I was interested in. I thought I might be able to re-set my priorities by reading the book, but it didn't work out."
3500,59,1,40,INFJ,20,<Yes>  I worry a lot about what might go wrong. The reason is that I tend to worry in advance that I will feel the gaze or judgment of others. I hate being ruined or embarrassed.
3501,59,1,40,INFJ,21,"<Yes>  I avoid such roles. It's stressful for me to make mistakes or take on some responsibility. I'm the type of person who gets worried every time I make a small situation or a moment-to-moment judgment, so I want to avoid it as much as possible because I think there will be a situation I can't handle."
3502,59,1,40,INFJ,22,"<Yes>  think I have little artistic inclination or aesthetic sense. I have no interest or interest in music or art, but I may not be able to express it properly, but I am not good at makeup or decorating myself."
3503,59,1,40,INFJ,23,<neutrality>  I don't think the world would have been a good place by focusing on one thing. I think it's more important to properly mix everything.
3504,59,1,40,INFJ,24,"<Yes>  hope the housework is well done before I go to rest. If something is unfinished, it keeps bothering me, and if it starts bothering me anyway, taking a break won't mean taking a break, so it's better to finish it well and take a break even if it's for a short time."
3505,59,1,40,INFJ,25,"<no>  I don't like looking at other people's arguments. It doesn't matter if the argument comes to a conclusion or ends well, but I'm not happy because I'm worried that we'll end up together because there's a situation where it doesn't, the point is off, or the wrong situation arises."
3506,59,1,40,INFJ,26,"<Yes>  I hate attracting other people's attention. I hate being uncomfortable. I don't like to be focused. I don't want to make mistakes, show loopholes, or go up and down in a cube."
3507,59,1,40,INFJ,27,"<Yes>  My emotions tend to change very quickly. I tend to laugh and cry. If you meet someone who laughs and stays well and then cries, you may suddenly cry at the same time, even though you don't know the situation."
3508,59,1,40,INFJ,28,"<Yes>  I'm not good at it either, but I tend to bubbling inside even if I don't openly point out things. The male office worker I am with is always complaining and can't manage his time. Even though he is a salesperson, everyone knows that he is not able to work outside of himself. Everyone knows that he is the cause except for himself."
3509,59,1,40,INFJ,29,"<neutrality>  I don't often put things off until the end, but I tend to try to solve them as quickly as possible, but there have been times when I've really been forced to take on someone else's work. It was something that could be solved within the deadline, but I did it as slowly as possible."
3510,59,1,40,INFJ,30,"<Yes>  I was not interested in the question of the afterlife before, but after my father passed away two years ago, I started to think a lot. I wish it was an afterlife where I could choose."
3511,59,1,40,INFJ,31,"<no>  There are many times when I prefer to be alone rather than spend time with others. I don't have much of my own time, so when I do spend time alone, all I do is work, study, or clean, but I want time alone."
3512,59,1,40,INFJ,32,"<neutrality>  I think it's boring when the discussion is focused on one or the other. However, I don't really like discussions or arguments, and I'm not interested."
3513,59,1,40,INFJ,33,"<Yes>  I may not be able to fully understand a person from a completely different background than mine, but I tend to understand that person's situation or reality. Through conversation, I try to understand the person's behavior or environment more. I think that everyone has their own circumstances, not the same environment."
3514,59,1,40,INFJ,34,"<neutrality> Making decisions isn't easy. Some are easy to make quick decisions, while others are always difficult because of the tendency to procrastinate and procrastinate."
3515,59,1,40,INFJ,35,"<no>  Even if a decision has already been made, I tend to keep thinking about it. Even after making a decision, I think a lot. I think a lot about what would have happened if I had made a different decision."
3516,59,1,40,INFJ,36,"<no>  need some alone time. I don't like noisy things, so parties and events with a lot of people are stressful for me. The only thing to relieve fatigue is to sleep well when you sleep at home."
3517,59,1,40,INFJ,37,"<no>  I think I've been to an art gallery once or twice. not interested. I like painting, but I've never done it specifically to visit or appreciate the work. I don't like it because I can't concentrate when I'm not interested."
3518,59,1,40,INFJ,38,"<no>  am good at understanding other people's feelings. And I'm trying to understand. No matter what the situation, I think the feelings of others are also important."
3519,59,1,40,INFJ,39,"<Yes>  I don't plan every day, but since my job is a sales job, I tend to think about and execute a plan for a month and a day in advance. On the first day of each month, plan for the month, make a daily plan, and make a weekly plan."
3520,59,1,40,INFJ,40,"<no>  I tend to feel insecure. I tend to feel and think every moment. What I see and feel, thinking about what others think of me, seems to have changed as I went through my social life."
3521,59,1,40,INFJ,41,"<Yes>  think it would be better to meet and talk if possible than to make a phone call. I think the range that I can judge by the person's words, facial expressions, and actions is wider. When talking on the phone, I think that the other person can deceive me about emotions or situations with just my voice."
3522,59,1,40,INFJ,42,"<no>  If it differs from my opinion, I try to understand it, but I do not spend much time to understand it."
3523,59,1,40,INFJ,43,"<neutrality>  There are times when I contact a friend asking to meet first, but that's why it's different. It's different whether it's a friend you met in your social life or a friend at school."
3524,59,1,40,INFJ,44,"<Yes>  If there is a setback in the plan, I try to finish the situation as much as possible and try to fix the remaining schedule or other things. Doesn't seem to have been lately. It's because I don't like unexpected situations, so I don't make them as much as possible."
3525,59,1,40,INFJ,45,"<Yes> There are many times when I regret the mistakes of a long time ago. Now that I've grown to my mother's age and raised my children, I'm still doing the same thing as I did when I overheard my mother's nagging."
3526,59,1,40,INFJ,46,"<Yes>  Living itself is busy to think about human existence and the reason for living, but I don¡¯t think I have time to think about it. I never even thought about it."
3527,59,1,40,INFJ,47,"<neutrality>  think I need to control my emotions, but there are many times when I fail. But it seems to be a little different depending on where you are. During my social life, during my personal life, my friends and family are different from time to time."
3528,59,1,40,INFJ,48,"<neutrality>  When it is obvious that the other person is at fault, it depends on what the situation is like and how that person reacts. It does not unconditionally save face."
3541,60,1,40,ISFJ,1,<no>  It's hard to make new friends because I'm shy and not active.
3542,60,1,40,ISFJ,2,"<no>  When I have free time, I like to be alone and quiet. I don't really like going out and I don't have any hobbies that I'm particularly interested in."
3543,60,1,40,ISFJ,3,"<Yes>  I tend to cry a lot and I tend to empathize. When I see the other person crying, my heart hurts so much and it hurts because I feel like I'm in that situation."
3544,60,1,40,ISFJ,4,"<Yes>  I tend to worry in advance what will happen if things don't go the way I want. So, as a workaround, I think of several ways."
3545,60,1,40,ISFJ,5,"<no>  It's a personality that explodes at once, so it's not easy to keep your composure. Explode and hurt others, and you will definitely regret it."
3546,60,1,40,ISFJ,6,"<Yes> It's hard to approach someone you don't know first. It may seem too rude, but it's much easier to talk while talking to people you know."
3547,60,1,40,ISFJ,7,<Yes>  Inability to do multiple things at the same time. It feels good to start a new one after completing one perfectly.
3548,60,1,40,ISFJ,8,"<neutrality>  On a daily basis, he behaves rationally. However, there are times when you act sentimental in relationships or private matters."
3549,60,1,40,ISFJ,9,"<no>  I tried many times to write a diary or planner, but it's too cumbersome. It's not like it's written. I tend to act after thinking about what I am going to do today in my head."
3550,60,1,40,ISFJ,10,"<Yes>  Because of their intolerance for mistakes and their propensity to be perfect, they tend to blame themselves a lot if they don't."
3551,60,1,40,ISFJ,11,"<no>  Even if there is someone you are interested in, please talk to them without approaching them first. I don't know how to start, and I feel burdened by such an awkward situation."
3552,60,1,40,ISFJ,12,"<Yes>  I don't even know what art is, and I don't know why they interpret and discuss works of art. I think it's pointless and a waste of time. It feels like a world of their own."
3553,60,1,40,ISFJ,13,"<Yes>  When it comes to work, I tend to act rationally. Seeing that I sometimes hear that I am cold-hearted, it seems that the evaluations around me are similar."
3554,60,1,40,ISFJ,14,"<Yes>  It seems to move mostly spontaneously. If you plan your schedule ahead of time, strangely, when the day comes, you will hate it."
3555,60,1,40,ISFJ,15,"<neutrality>  Rather than worrying, I am curious about how they see me and what kind of person they think I am."
3556,60,1,40,ISFJ,16,"<no>  I prefer alone time rather than group activities. I'm not very active, so I don't like to go out."
3557,60,1,40,ISFJ,17,<no>  I like things with a clear ending. I really hate open endings.
3558,60,1,40,ISFJ,18,"<neutrality>  I feel satisfaction and pride in helping others, but I think my work is just as important."
3559,60,1,40,ISFJ,19,"<no> The problem is that I don't care too much. It's all about watching TV, shopping on the Internet, and watching movies."
3560,60,1,40,ISFJ,20,"<Yes>  Before starting work, I tend to think a lot about what to do if it doesn¡¯t work. It sounds like you have high anxiety."
3561,60,1,40,ISFJ,21,<Yes>  I hate being in the spotlight. It is more comfortable for me to play the role of helping from behind the scenes rather than being a leader.
3562,60,1,40,ISFJ,22,"<Yes>  No artistic inclinations at all. It is a waste of time and money to spend on art exhibitions, performances, etc."
3563,60,1,40,ISFJ,23,"<neutrality>  Emotion and rationality should coexist, not what should be more important."
3564,60,1,40,ISFJ,24,<no>  I tend to postpone housework as much as possible and do it all at once. It is important to take a break first.
3565,60,1,40,ISFJ,25,<no>  I think it's a headache and meaningless to see other people's arguments.
3566,60,1,40,ISFJ,26,<Yes>  hate being in the spotlight. It's very uncomfortable when people's eyes are focused on me.
3567,60,1,40,ISFJ,27,"<Yes>  When things don't go our way, there are times when our emotions become clear and straight."
3568,60,1,40,ISFJ,28,"<neutrality>  Not so. I just think that ah, that person is similar to me."
3569,60,1,40,ISFJ,29,"<neutrality>  We often put off doing things we don't want to do, such as cleaning the house, sorting garbage, and doing laundry."
3570,60,1,40,ISFJ,30,"<no> There is no afterlife. I don't think it's interesting at all, I think it's a useless question."
3571,60,1,40,ISFJ,31,"<no>  It's good to spend time alone. These days, I like my alone time even more."
3572,60,1,40,ISFJ,32,<Yes>  Certainly nothing is gained by discussion. I don't like it because we just talk about each other's thoughts and don't come to a visible conclusion.
3573,60,1,40,ISFJ,33,"<no> Because the environment in which they have lived is different, empathy is not formed, and they do not try to empathize."
3574,60,1,40,ISFJ,34,"<neutrality>  It seems to depend on what kind of problem it is. I tend to make quick decisions at work, but sometimes I put off personal matters."
3575,60,1,40,ISFJ,35,<no>  I keep thinking about decisions I've already made. I tend to keep worrying about what to do if I did something right or wrong.
3576,60,1,40,ISFJ,36,<no>  It's good to be alone. Parties and events make you more tired just thinking about them. I'm happier watching Netflix alone and eating late-night snacks.
3577,60,1,40,ISFJ,37,"<no>  I don't like it at all. It is a waste of time and money to spend on art galleries, performances, and exhibitions."
3578,60,1,40,ISFJ,38,"<no>  I tend to easily empathize with the thoughts and feelings of others. When others are having a hard time or crying, your heart hurts as well."
3579,60,1,40,ISFJ,39,<no>  I don't like it because it doesn't work out as planned. There are many times when it is flexible to proceed according to the situation at the time.
3580,60,1,40,ISFJ,40,"<no>  Anxiety seems to be quite high. I have worries or worries about trivial things, but that seems to be my original personality."
3581,60,1,40,ISFJ,41,"<no> There is no objection to calling. If there's something I need to call, I'll do it, but I've never thought of avoiding it."
3582,60,1,40,ISFJ,42,<no>  It doesn't take that much time. I just thought it was a different opinion from mine and that's it. I don't bother trying to understand.
3583,60,1,40,ISFJ,43,<no>  I tend to meet them when they contact me. We do not contact you first to make an appointment or actively ask you to meet.
3584,60,1,40,ISFJ,44,"<no> If there is a setback in the plan, I tend to revise it again to suit the situation, but I do not try to follow the original plan."
3585,60,1,40,ISFJ,45,<Yes>  Mistakes are long remembered. It comes to mind from time to time. I think a lot about what would have happened if I hadn't made that mistake.
3586,60,1,40,ISFJ,46,"<Yes>  Even if I think about it, I think it's useless because it's not a question that has an answer. I don't like philosophical questions."
3587,60,1,40,ISFJ,47,"<neutrality>  I do not know. Emotions can be controlled well, but depending on the situation, emotions can be swayed, and it seems to be different from time to time."
3588,60,1,40,ISFJ,48,"<neutrality>  It seems like you're either trying to save face or vice versa, blaming yourself for faults, or neither. It's just that the other person realizes and admits the wrong, and it doesn't seem like I have to do anything."
3601,61,0,40,ENTP,1,"<Yes> There are many things to learn from meeting various friends, and there are various experiences and things to gain."
3602,61,0,40,ENTP,2,<Yes>  The plan is to learn small pieces of furniture at a furniture workshop and later make all the pieces of furniture.
3603,61,0,40,ENTP,3,"<no>  If you don't empathize, don't cry. Empathy is not really good either. There are times when I cry and I don't want to see you anymore."
3604,61,0,40,ENTP,4,"<no>  There are some things I don¡¯t think will fail, and there is a greater sense of accomplishment if I improvise and complete them according to the situation."
3605,61,0,40,ENTP,5,"<Yes>  No matter what others say, I will go my own way. In any case, hardships and adversity are necessary for good results."
3606,61,0,40,ENTP,6,"<no>  I have to show my usual self in front of people I know, but it's fun to express myself in a new way in front of new people."
3607,61,0,40,ENTP,7,"<no>  I change the order according to the situation, and I choose what I want to do according to the condition of the day."
3608,61,0,40,ENTP,8,"<Yes>  Emotions change dozens of times a day, and when we are happy, we are very happy, and when we are sad, we are unnecessarily sad."
3609,61,0,40,ENTP,9,"<no>  Sometimes I think it would be nice to have a habit of taking notes, but I can't plan and organize systematically."
3610,61,0,40,ENTP,10,"<no>  A small mistake is an emotion that people try to take for granted, and I think it would be beneficial to invest that energy elsewhere."
3611,61,0,40,ENTP,11,"<Yes>  There is a routine that opens the door to conversation, such as forming a consensus, and I think interpersonal relationships are also a point of pride."
3612,61,0,40,ENTP,12,"<no>  Debate naturally arises because there are different interpretations of what you see, and the purpose is to convince you that what I am saying is right."
3613,61,0,40,ENTP,13,"<no>  The thing I hear the most from people around me is ¡°Think about it rationally.¡± It's not that their feelings are wrong, they just think they're different."
3614,61,0,40,ENTP,14,"<Yes>  If you plan, success and failure will surely happen, but if you improvise, you won't have any regrets."
3615,61,0,40,ENTP,15,"<Yes>  Because I am positive to myself in my own way, I think that others will not look bad on myself."
3616,61,0,40,ENTP,16,"<Yes>  Online, they are participating in various ways, such as occasionally doing hair-dressing through mobile games and open chatting."
3617,61,0,40,ENTP,17,"<Yes> Satisfaction arises when a consensus is formed, so I think that it would be nice to write my own book if I have the ability."
3618,61,0,40,ENTP,18,<no>  It's a style that doesn't see other people doing well. I think living with my good taste is the true life.
3619,61,0,40,ENTP,19,"<Yes>  There are many things I want to do compared to my abilities. When I see someone who is better at something than me, I hate being envious, so I think I want to do well too."
3620,61,0,40,ENTP,20,"<no> I'm not worried that things will go wrong, but rather I'm worried that my abilities won't be properly recognized because I can't produce results."
3621,61,0,40,ENTP,21,"<no>  I feel more satisfied when I play the role of a leader, and I like that I can clearly assert my point."
3622,61,0,40,ENTP,22,"<Yes>  I feel great when I see people who make things or draw them the way I think. He seems to have no inclination, but he comforts himself that he has potential."
3623,61,0,40,ENTP,23,"<no> If everyone was rational, there would be no debate, and there would be no creativity. Because everyone has to be different to be number one."
3624,61,0,40,ENTP,24,<no>  It's because I think a true break is to completely rest without bothering things. Because I thought rest was first for now.
3625,61,0,40,ENTP,25,<Yes>  I think better opinions come out when we have opinions. It's fun to see who wins.
3626,61,0,40,ENTP,26,<no> Sometimes I enjoy being centered around myself enough to think that I am the center of the world.
3627,61,0,40,ENTP,27,"<Yes>  When a co-worker tells a funny story in a state of anger after being cursed at at a morning meeting, there is no such thing as anger, but you can laugh heartily right away."
3628,61,0,40,ENTP,28,"<Yes>  If it does not help me, there is an attitude of rejecting it by judging that there is no win-win between each other."
3629,61,0,40,ENTP,29,"<Yes>  I can't come to a conclusion because I'm not planning well, so I'm looking for something that works well depending on my condition that day."
3630,61,0,40,ENTP,30,"<Yes>  Because it is a world in my imagination that I have never experienced, I can judge the world on my own, and I can decorate it as I please."
3631,61,0,40,ENTP,31,"<Yes>  It is sometimes fun to learn other people's values or abilities and reverse them, rather than being locked in a mold of one's own."
3632,61,0,40,ENTP,32,"<Yes>  It's not interesting to say that the theory I chose is correct, not my idea, just by choosing a side of theory A or theory B."
3633,61,0,40,ENTP,33,"<no>  I like to talk about myself, so I don't listen to what others say. So I don't have much empathy."
3634,61,0,40,ENTP,34,"<Yes>  I'm the type who can't consistently do one thing, so it takes a long time to come to a decision because I'm doing a lot of things."
3635,61,0,40,ENTP,35,<Yes>  I decide that it is better to do one more thing while I am thinking about a decision on one thing.
3636,61,0,40,ENTP,36,"<Yes>  Corona restrictions have been lifted, so these days, I'm trying to meet a lot of alumni meetings, regular game meetings, and work colleagues."
3637,61,0,40,ENTP,37,<Yes>  I try to pay more attention to other fields. I believe that someday it will be helpful in my life.
3638,61,0,40,ENTP,38,"<Yes>  If you have a different opinion than me, there are times when you argue about right and wrong, so it is often difficult to understand."
3639,61,0,40,ENTP,39,"<no>  Focus on what you want to do that day. There are restrictions on work, but even if you do the same job, your work behavior will change depending on the condition of the day."
3640,61,0,40,ENTP,40,"<Yes>  I don't know if it's natural, but I think worrying is a waste of energy. It may have changed from an experience where things work better if you're positive."
3641,61,0,40,ENTP,41,"<no>  After messenger, the easiest way to communicate is by phone, so I make a lot of phone calls."
3642,61,0,40,ENTP,42,"<no>  It is natural to have different opinions. I don't spend time understanding the opinion, I spend time persuading my opinion."
3643,61,0,40,ENTP,43,"<Yes>  Rather than waiting for someone to choose me, I tend to choose someone first."
3644,61,0,40,ENTP,44,"<no>  There is no such thing as a good plan, so there are not many setbacks. Even if I have it, if I think of something else, I tend to do it."
3645,61,0,40,ENTP,45,"<no>  Don't waste energy on anxiety, failure, and mistakes, think about what you're doing now, and what you're going to do in the future has a lot of weight, so you don't have many regrets."
3646,61,0,40,ENTP,46,<no>  It is also fun to let your imagination run wild. I think it's a suitable topic for curiosity.
3647,61,0,40,ENTP,47,"<Yes> Their rational judgment is weak, so they get angry when they are angry, and when they are happy, they are happy enough to be seen by others, which becomes a negative factor in their social life."
3648,61,0,40,ENTP,48,<no>  Admit what you did wrong and try to get an apology. I don't think I need to worry about the face of the other person.
3661,62,1,40,ESTP,1,"<no>  I have fun talking at gatherings, but I don't make friends because it's easy to break."
3662,62,1,40,ESTP,2,<Yes>  I am interested in the metaverse or the future in preparation for the 4th industrial revolution.
3663,62,1,40,ESTP,3,"<Yes>  Maybe it's because I'm older, but without knowing it, I sympathize with that person and feel the pain together."
3664,62,1,40,ESTP,4,"<neutrality>  Things don't always go as planned, but we can't prepare perfectly, and that doesn't mean we don't blindly prepare, we tend to prepare in the middle."
3665,62,1,40,ESTP,5,"<neutrality>  have confidence in myself, so when a high-pressure environment comes, I do not get buried and observe the situation for a while, but I do not maintain a perfect composure."
3666,62,1,40,ESTP,6,<no>  I tend to approach new people first. The reason is that I love talking about new ideas with new people.
3667,62,1,40,ESTP,7,<no>  It's because these days things happen before the project is finished and it's boring to do just one thing.
3668,62,1,40,ESTP,8,"<no>  When I watch movies or dramas, I tend to think logically, so I'm not sentimental."
3669,62,1,40,ESTP,9,"<no>  Because I like to spend my time freely and I like to improvise things, so when I have a plan and I feel like I have to do it, I feel pressured."
3670,62,1,40,ESTP,10,"<no>  I have trust in me, and everyone makes small mistakes, and they happen often, so I don't care too much."
3671,62,1,40,ESTP,11,"<Yes>  Most of the time, it's easy to approach and talk to people you're interested in. I tend to go first because I can learn new thoughts and facts."
3672,62,1,40,ESTP,12,<no>  I tend to like various interpretations of works of art or books. Because the opinions of people with different ideas from mine broaden my understanding.
3673,62,1,40,ESTP,13,"<Yes> People around me often say that I am logical and analytical, and when I follow my reason rather than my emotions, I feel less regret as a result, so I tend to follow reason."
3674,62,1,40,ESTP,14,"<Yes>  I like to do it when I think of something I want to improvise when it's not something I have to do. Because planning is burdensome, like homework."
3675,62,1,40,ESTP,15,"<Yes> Anyway, the perspective of seeing me is different. It's because I worry about what kind of person I will be seen by everyone, and even if I look good, later on, there is nothing that thinks of me as much as I did, and I am betrayed."
3676,62,1,40,ESTP,16,"<Yes>  I like to hang out with many people. These days, working together, such as volunteer groups or classes, can help each other, so I tend to enjoy participating in group activities."
3677,62,1,40,ESTP,17,"<Yes> Interpreting in my own way is because various endings can be achieved. It is said that the ending of the recent Hwanmarriage drama was beyond imagination, but the fun was doubled when I interpreted it in my own way."
3678,62,1,40,ESTP,18,"<no>  It's good to help others succeed, but if I don't succeed, I'll feel defeated and jealous of myself, and my success is more important to me."
3679,62,1,40,ESTP,19,"<Yes>  was curious about the future metaverse, I was curious about nft, I wanted to know how to use computer shortcuts, and I wanted to know too many things, so I felt it was difficult to decide in what order to do things first."
3680,62,1,40,ESTP,20,"<no>  I get angry when I do my best and the results aren¡¯t good, but I¡¯m the type to accept it, so I¡¯m not even worried."
3681,62,1,40,ESTP,21,"<no>  Someone has to do it, and if the job is given to me, I tend to do my best to lead it in a good direction. Because I think things have to go on."
3682,62,1,40,ESTP,22,"<neutrality>  Among artistic inclinations, I like to watch and listen to music and art, but I am not good at it. However, judging from the tendency to like original ideas or creative things and to pursue something different from others, it seems that there is a moderate level of artistic inclination."
3683,62,1,40,ESTP,23,"<Yes> This is because if reason is valued, it is thought that it will not cause major problems or crimes because almost robot-level results come out when making judgments on right and wrong."
3684,62,1,40,ESTP,24,"<no>  I don't think housework always finishes first. If I don¡¯t do it, I get votes, but even if I don¡¯t get too many votes, I think it¡¯s housework, so I tend to take a break first and do housework later."
3685,62,1,40,ESTP,25,<neutrality> It is because I feel alive in the way people have various thoughts and try to convince others of their thoughts and be recognized.
3686,62,1,40,ESTP,26,"<no>  It's because I like to be in the spotlight, and I feel like I'm being praised for living up to people's expectations, and I'm recognized for myself."
3687,62,1,40,ESTP,27,"<Yes> This is because when you get angry with your second-year-old son right away and the child says a cute emoticon or a soft word, your heart melts and your emotions change so quickly that you wonder when you got angry."
